#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ZG2017CW4-3-1-2N","SAMN16951200","PRJNA681357","GCA_015775275.1","Complete",5.46326,57.3527,"chromosome:NZ_CP065351.1/CP065351.1; plasmid unnamed:NZ_CP065352.1/CP065352.1",,2,5117,"2020-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/775/275/GCA_015775275.1_ASM1577527v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/775/275/GCF_015775275.1_ASM1577527v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","TGH10","SAMN04087462","PRJNA295651","GCA_001611095.1","Complete",5.35546,57.3,"chromosome:NZ_CP012744.1/CP012744.1",,1,5060,"2016-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/095/GCA_001611095.1_ASM161109v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/095/GCF_001611095.1_ASM161109v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","YML0508","SAMN12877722","PRJNA575128","GCA_009884395.1","Complete",5.63544,56.9419,"chromosome:NZ_CP045193.1/CP045193.1; plasmid pOXA181_YML0508:NZ_CP045195.1/CP045195.1; plasmid pYML0508_1:NZ_CP045194.1/CP045194.1",,3,5243,"2020-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/884/395/GCA_009884395.1_ASM988439v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/884/395/GCF_009884395.1_ASM988439v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0087","SAMN04014928","PRJNA292904","GCA_003204175.1","Complete",5.6264,57.3041,"chromosome:NZ_CP029738.1/CP029738.1; plasmid unnamed1:NZ_CP029739.1/CP029739.1; plasmid unnamed2:NZ_CP029740.1/CP029740.1",,3,5362,"2018-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/175/GCA_003204175.1_ASM320417v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/204/175/GCF_003204175.1_ASM320417v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BTS","SAMN10107914","PRJNA492845","GCA_015022235.2","Complete",5.62288,57.2835,"chromosome:NZ_CP066543.1/CP066543.1; plasmid pBTS_01:NZ_CP066542.1/CP066542.1; plasmid pBTS_02:NZ_CP066544.1/CP066544.1",,3,5314,"2020-12-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/022/235/GCA_015022235.2_ASM1502223v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/022/235/GCF_015022235.1_ASM1502223v2"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF266-sc-2280182","SAMEA3357253","PRJNA646837","GCA_904866335.1","Complete",5.61103,56.9934,"chromosome 1:NZ_LR890648.1/LR890648.1; plasmid 2:NZ_LR890649.1/LR890649.1; plasmid 3:NZ_LR890650.1/LR890650.1",,3,5225,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/866/335/GCA_904866335.1_INF266","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/866/335/GCF_904866335.1_INF266"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","TGH13","SAMN04087463","PRJNA295651","GCA_001746535.1","Complete",5.34458,57.4,"chromosome:NZ_CP012745.1/CP012745.1",,1,5009,"2016-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/535/GCA_001746535.1_ASM174653v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/535/GCF_001746535.1_ASM174653v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BR","SAMN05188406","PRJNA323746","GCA_001663195.1","Complete",5.42072,57.3423,"chromosome:NZ_CP015990.1/CP015990.1; plasmid pWSZBR:NZ_CP015991.1/CP015991.1",,2,4954,"2016-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/195/GCA_001663195.1_ASM166319v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/195/GCF_001663195.1_ASM166319v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","JX-CR-hvKP-11","SAMN16561436","PRJNA672246","GCA_015355855.1","Complete",5.68271,57.1304,"chromosome:NZ_CP064208.1/CP064208.1; plasmid pJX11-1:NZ_CP064209.1/CP064209.1; plasmid pJX11-2:NZ_CP064210.1/CP064210.1",,3,5208,"2020-11-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/355/855/GCA_015355855.1_ASM1535585v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/355/855/GCF_015355855.1_ASM1535585v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NKU_Kleb8A7","SAMN12273071","PRJNA529535","GCA_007197815.1","Complete",5.45653,57.3721,"chromosome:NZ_CP041644.1/CP041644.1; plasmid pKleb8A7:NZ_CP041645.1/CP041645.1",,2,5094,"2019-07-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/197/815/GCA_007197815.1_ASM719781v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/815/GCF_007197815.1_ASM719781v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1312","SAMN16357454","PRJNA231221","GCA_016903495.1","Complete",5.56678,57.2012,"chromosome:NZ_CP069940.1/CP069940.1; plasmid unnamed:NZ_CP069941.1/CP069941.1",,2,5084,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/495/GCA_016903495.1_ASM1690349v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/495/GCF_016903495.1_ASM1690349v1"
"Klebsiella pneumoniae subsp. pneumoniae 1158","Bacteria;Proteobacteria;Gammaproteobacteria","1158","SAMN03097203","PRJNA217288","GCA_000814805.1","Complete",5.34104,57.2,"chromosome:NZ_CP006722.1/CP006722.1",,1,5002,"2015-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/805/GCA_000814805.1_ASM81480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/814/805/GCF_000814805.1_ASM81480v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","JS706","SAMN18017667","PRJNA703416","GCA_017086485.1","Complete",5.55216,57.3201,"chromosome:NZ_CP070970.1/CP070970.1; plasmid p706-1:NZ_CP070971.1/CP070971.1; plasmid p706-2:NZ_CP070972.1/CP070972.1",,3,5299,"2021-03-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/086/485/GCA_017086485.1_ASM1708648v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/086/485/GCF_017086485.1_ASM1708648v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF042","SAMEA3357010","PRJNA351909","GCA_002752995.1","Complete",5.51945,57.2545,"chromosome:NZ_CP024542.1/CP024542.1; plasmid unnamed1:NZ_CP024543.1/CP024543.1; plasmid unnamed2:NZ_CP024544.1/CP024544.1",,3,5212,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/995/GCA_002752995.1_ASM275299v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/995/GCF_002752995.1_ASM275299v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF059","SAMEA3357043","PRJNA351909","GCA_002753355.1","Complete",5.51945,57.2545,"chromosome:NZ_CP024545.1/CP024545.1; plasmid unnamed1:NZ_CP024546.1/CP024546.1; plasmid unnamed2:NZ_CP024547.1/CP024547.1",,3,5212,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/355/GCA_002753355.1_ASM275335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/355/GCF_002753355.1_ASM275335v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kp8701","SAMN14247787","PRJNA609348","GCA_011068365.1","Complete",5.56185,57.2942,"chromosome:NZ_CP049604.1/CP049604.1; plasmid unnamed:NZ_CP049605.1/CP049605.1",,2,5319,"2020-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/068/365/GCA_011068365.1_ASM1106836v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/068/365/GCF_011068365.1_ASM1106836v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","33","SAMN10390469","PRJNA503964","GCA_011065365.1","Complete",5.48164,57.2412,"chromosome:NZ_CP034321.1/CP034321.1; plasmid pK033_1:NZ_CP034322.1/CP034322.1",,2,5232,"2020-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/065/365/GCA_011065365.1_ASM1106536v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/065/365/GCF_011065365.1_ASM1106536v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Bckp186","SAMN14487873","PRJNA616349","GCA_012167215.1","Complete",5.5533,57.1948,"chromosome:NZ_CP050843.1/CP050843.1; plasmid pBckp186:NZ_CP050844.1/CP050844.1",,2,5255,"2020-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/167/215/GCA_012167215.1_ASM1216721v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/167/215/GCF_012167215.1_ASM1216721v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ST307PT01","SAMN07421000","PRJNA396106","GCA_003597755.1","Complete",5.61352,57.1662,"chromosome:NZ_CP022924.1/CP022924.1; plasmid pJYC01A:NZ_CP022926.1/CP022926.1; plasmid pJYC01B:NZ_CP022925.1/CP022925.1",,3,5307,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/755/GCA_003597755.1_ASM359775v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/755/GCF_003597755.1_ASM359775v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","AR_0160","SAMN04015001","PRJNA292902","GCA_003571585.1","Complete",5.54725,57.1739,"chromosome:NZ_CP032175.1/CP032175.1; plasmid unnamed1:NZ_CP032173.1/CP032173.1; plasmid unnamed2:NZ_CP032174.1/CP032174.1",,3,5258,"2018-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/585/GCA_003571585.1_ASM357158v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/585/GCF_003571585.1_ASM357158v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ST307PT04","SAMN07421006","PRJNA396106","GCA_003597695.1","Complete",5.58454,57.202,"chromosome:NZ_CP022916.1/CP022916.1; plasmid pJYC04A:NZ_CP022917.1/CP022917.1; plasmid pJYC04B:NZ_CP022918.1/CP022918.1",,3,5316,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/695/GCA_003597695.1_ASM359769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/695/GCF_003597695.1_ASM359769v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ST307PT03","SAMN07421005","PRJNA396106","GCA_003597735.1","Complete",5.58476,57.2021,"chromosome:NZ_CP022919.1/CP022919.1; plasmid pJYC03A:NZ_CP022920.1/CP022920.1; plasmid pJYC03B:NZ_CP022921.1/CP022921.1",,3,5327,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/735/GCA_003597735.1_ASM359773v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/735/GCF_003597735.1_ASM359773v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF359-sc-2280194","SAMEA3357265","PRJNA646837","GCA_904866215.1","Complete",5.67312,57.0997,"chromosome 1:NZ_LR890616.1/LR890616.1; plasmid 2:NZ_LR890617.1/LR890617.1; plasmid 3:NZ_LR890618.1/LR890618.1",,3,5333,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/866/215/GCA_904866215.1_INF359","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/866/215/GCF_904866215.1_INF359"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Bckp101","SAMN14487860","PRJNA616344","GCA_012167075.1","Complete",5.43162,57.1414,"chromosome:NZ_CP050840.1/CP050840.1; plasmid pBckp101-1:NZ_CP050841.1/CP050841.1; plasmid pBckp101-2:NZ_CP050842.1/CP050842.1",,3,5153,"2020-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/167/075/GCA_012167075.1_ASM1216707v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/167/075/GCF_012167075.1_ASM1216707v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF008-sc-2279879","SAMEA3356952","PRJNA646837","GCA_904863205.1","Complete",5.56281,57.1954,"chromosome 1:NZ_LR890202.1/LR890202.1; plasmid 2:NZ_LR890203.1/LR890203.1",,2,5207,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/863/205/GCA_904863205.1_INF008","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/863/205/GCF_904863205.1_INF008"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ST307PT02","SAMN07421004","PRJNA396106","GCA_003597715.1","Complete",5.57067,57.2052,"chromosome:NZ_CP022922.1/CP022922.1; plasmid pJYC02A:NZ_CP022923.1/CP022923.1",,2,5313,"2018-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/715/GCA_003597715.1_ASM359771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/715/GCF_003597715.1_ASM359771v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","EC-12536","SAMEA4786455","PRJEB27468","GCA_900497475.1","Complete",5.38728,57.4256,"chromosome 1:NZ_LR025099.1/LR025099.1; plasmid pOXA-48_A12536:NZ_LR025100.1/LR025100.1",,2,5069,"2019-01-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/475/GCA_900497475.1_ASM90049747v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/497/475/GCF_900497475.1_ASM90049747v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kpn2166","SAMEA6081871","PRJEB34867","GCA_902723705.1","Complete",5.64994,57.1431,"chromosome Kpn2166:NZ_LR745045.1/LR745045.1; plasmid pCTX-M15_Kpn2166:NZ_LR745047.1/LR745047.1; plasmid pVIR_Kpn2166:NZ_LR745046.1/LR745046.1",,3,5259,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/723/705/GCA_902723705.1_Kpn2166","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/723/705/GCF_902723705.1_Kpn2166"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Bckp067","SAMN14487965","PRJNA616352","GCA_012113655.1","Complete",5.54121,57.1025,"chromosome:NZ_CP050829.1/CP050829.1; plasmid pBckp067:NZ_CP050830.1/CP050830.1",,2,5254,"2020-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/113/655/GCA_012113655.1_ASM1211365v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/113/655/GCF_012113655.1_ASM1211365v1"
"Klebsiella pneumoniae subsp. pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","H11","SAMN04244588","PRJNA301380","GCA_002761515.1","Complete",5.31682,57.4,"chromosome:NZ_CP018056.1/CP018056.1",,1,4960,"2017-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/515/GCA_002761515.1_ASM276151v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/515/GCF_002761515.1_ASM276151v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KSB1_7G-sc-2280277","SAMEA3357346","PRJNA646837","GCA_904863175.1","Complete",5.59222,57.0575,"chromosome 1:LR890267.1; plasmid 2:LR890268.1; plasmid 3:LR890269.1",,3,0,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/863/175/GCA_904863175.1_KSB1_7G",
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NMBU-W07E18","SAMN12565093","PRJNA559807","GCA_013282295.1","Complete",5.51135,57.2145,"chromosome:NZ_CP042882.1/CP042882.1; plasmid pNMBU-W07E18_01:NZ_CP042883.1/CP042883.1; plasmid pNMBU-W07E18_02:NZ_CP042884.1/CP042884.1",,3,5171,"2020-06-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/295/GCA_013282295.1_ASM1328229v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/282/295/GCF_013282295.1_ASM1328229v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","DA12090","SAMN09271081","PRJNA473316","GCA_007833575.1","Complete",5.49746,57.3043,"chromosome:NZ_CP030072.1/CP030072.1; plasmid pDA12090.1:NZ_CP030071.1/CP030071.1",,2,5151,"2019-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/575/GCA_007833575.1_ASM783357v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/833/575/GCF_007833575.1_ASM783357v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","B28906","SAMN17915140","PRJNA701854","GCA_016925435.1","Complete",5.45049,57.3314,"chromosome:NZ_CP070464.1/CP070464.1; plasmid p1B28906:NZ_CP070465.1/CP070465.1; plasmid p2B28906:NZ_CP070466.1/CP070466.1",,3,5059,"2021-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/925/435/GCA_016925435.1_ASM1692543v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/925/435/GCF_016925435.1_ASM1692543v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","M63-1","SAMN16539445","PRJNA671640","GCA_015277975.1","Complete",5.4712,57.3229,"chromosome:NZ_CP063863.1/CP063863.1; plasmid pM63-1:NZ_CP063864.1/CP063864.1",,2,5064,"2020-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/975/GCA_015277975.1_ASM1527797v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/277/975/GCF_015277975.1_ASM1527797v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF174-sc-2280034","SAMEA3357107","PRJNA646837","GCA_904863095.1","Complete",5.55017,57.2972,"chromosome 1:NZ_LR890245.1/LR890245.1; plasmid 2:NZ_LR890246.1/LR890246.1; plasmid 3:NZ_LR890247.1/LR890247.1",,3,5169,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/863/095/GCA_904863095.1_INF174","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/863/095/GCF_904863095.1_INF174"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KPNSP-1","SAMN16950524","PRJNA681347","GCA_015832035.1","Complete",5.51114,57.2251,"chromosome:NZ_CP065401.1/CP065401.1; plasmid pn-1:NZ_CP065402.1/CP065402.1",,2,5140,"2020-12-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/035/GCA_015832035.1_ASM1583203v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/035/GCF_015832035.1_ASM1583203v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1319","SAMN16357461","PRJNA231221","GCA_016904095.1","Complete",5.52152,57.3089,"chromosome:NZ_CP070046.1/CP070046.1; plasmid unnamed:NZ_CP070047.1/CP070047.1",,2,5151,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/095/GCA_016904095.1_ASM1690409v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/904/095/GCF_016904095.1_ASM1690409v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","N16-03892","SAMN11506009","PRJNA534306","GCA_014189335.1","Complete",5.5777,57.2564,"chromosome:NZ_CP047271.1/CP047271.1; plasmid pKp3892:NZ_CP047272.1/CP047272.1",,2,5303,"2020-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/335/GCA_014189335.1_ASM1418933v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/189/335/GCF_014189335.1_ASM1418933v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BA12818","SAMN14402333","PRJNA613369","GCA_011742515.2","Complete",5.43046,57.391,"chromosome:NZ_CP054170.1/CP054170.1; plasmid pIncFIBpQil:NZ_CP054172.1/CP054172.1; plasmid pIncFII:NZ_CP054171.1/CP054171.1",,3,5123,"2020-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/742/515/GCA_011742515.2_ASM1174251v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/742/515/GCF_011742515.2_ASM1174251v2"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1308","SAMN16357450","PRJNA231221","GCA_016903795.1","Complete",5.55077,57.2475,"chromosome:NZ_CP069968.1/CP069968.1; plasmid unnamed1:NZ_CP069967.1/CP069967.1; plasmid unnamed2:NZ_CP069969.1/CP069969.1",,3,5160,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/795/GCA_016903795.1_ASM1690379v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/795/GCF_016903795.1_ASM1690379v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BS361-1","SAMN16560603","PRJNA672205","GCA_015283885.1","Complete",5.4065,57.4089,"chromosome:NZ_CP063885.1/CP063885.1; plasmid pBS361-1:NZ_CP063886.1/CP063886.1",,2,5053,"2020-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/283/885/GCA_015283885.1_ASM1528388v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/283/885/GCF_015283885.1_ASM1528388v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF358-sc-2280191","SAMEA3357262","PRJNA646837","GCA_904865675.1","Complete",5.57031,57.0657,"chromosome 1:NZ_LR890474.1/LR890474.1; plasmid 2:NZ_LR890475.1/LR890475.1",,2,5168,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/865/675/GCA_904865675.1_INF358","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/865/675/GCF_904865675.1_INF358"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","BM327-1","SAMN16560592","PRJNA672205","GCA_015286225.1","Complete",5.40475,57.4088,"chromosome:NZ_CP063906.1/CP063906.1; plasmid pBM327-1:NZ_CP063907.1/CP063907.1",,2,5044,"2020-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/286/225/GCA_015286225.1_ASM1528622v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/286/225/GCF_015286225.1_ASM1528622v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","blaNDM-1","SAMN02777842","PRJNA248655","GCA_000739495.1","Complete",5.51033,57.2905,"chromosome:NZ_CP009114.1/CP009114.1; plasmid p1:NZ_CP009116.1/CP009116.1; plasmid p2:NZ_CP009115.1/CP009115.1",,3,5207,"2014-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/495/GCA_000739495.1_ASM73949v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/495/GCF_000739495.1_ASM73949v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","RHBSTW-00843","SAMN15148711","PRJNA605147","GCA_013731305.1","Complete",5.67313,57.1631,"chromosome:NZ_CP056301.1/CP056301.1; plasmid pRHBSTW-00843_2:NZ_CP056302.1/CP056302.1; plasmid pRHBSTW-00843_3:NZ_CP056303.1/CP056303.1",,3,5296,"2020-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/731/305/GCA_013731305.1_ASM1373130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/731/305/GCF_013731305.1_ASM1373130v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","Kp_Goe_821588","SAMN05412457","PRJNA329409","GCA_001908895.1","Complete",5.52615,57.2691,"chromosome:NZ_CP018692.1/CP018692.1; plasmid pKp_Goe_588-1:NZ_CP018693.1/CP018693.1; plasmid pKp_Goe_588-2:NZ_CP018694.1/CP018694.1",,3,5206,"2016-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/895/GCA_001908895.1_ASM190889v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/895/GCF_001908895.1_ASM190889v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF078","SAMEA3357079","PRJEB6891","GCA_003660185.1","Complete",5.69535,57.1051,"chromosome:NZ_CP032831.1/CP032831.1; plasmid pINF078-VP:NZ_CP032832.1/CP032832.1",,2,5415,"2018-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/660/185/GCA_003660185.1_ASM366018v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/660/185/GCF_003660185.1_ASM366018v1"
